Time,Summary,Icon,Sunrise Time,Sunset Time,Moon Phase,Precipitation Intensity Max,Precipitation Intensity Max Time,Precipitation Probability,Temperature High,Temperature High Time,Temperature Low,Temperature Low Time,Apparent Temperature High,Apparent Temperature High Time,Apparent Temperature Low,Apparent Temperature Low Time,Temperature Minimum,Temperature Minimum Time,Temperature Maximum,Temperature Maximum Time,Apparent Temperature Minimum,Apparent Temperature Minimum Time,Apparent Temperature Max,Apparent Temperature Maximum Time
09-21-2017,Partly cloudy throughout the day.,partly-cloudy-day,09-21-2017 06:45:48,09-21-2017 18:57:43,0.06,0,0,0,80.46,09-21-2017 17:00:00,62.94,09-22-2017 07:00:00,81.84,09-21-2017 17:00:00,62.94,09-22-2017 07:00:00,68.27,09-21-2017 07:00:00,80.46,09-21-2017 17:00:00,68.79,09-21-2017 07:00:00,81.84,09-21-2017 17:00:00
09-22-2017,Partly cloudy throughout the day.,clear-day,09-22-2017 06:46:46,09-22-2017 18:56:01,0.09,0,0,0,81.39,09-22-2017 16:00:00,64.35,09-23-2017 07:00:00,81.77,09-22-2017 16:00:00,64.35,09-23-2017 07:00:00,62.94,09-22-2017 07:00:00,81.39,09-22-2017 16:00:00,62.94,09-22-2017 07:00:00,81.77,09-22-2017 16:00:00
09-23-2017,Clear throughout the day.,clear-day,09-23-2017 06:47:45,09-23-2017 18:54:18,0.13,0,0,0,86.12,09-23-2017 16:00:00,63.03,09-24-2017 07:00:00,86.12,09-23-2017 16:00:00,63.11,09-24-2017 07:00:00,64.35,09-23-2017 07:00:00,86.12,09-23-2017 16:00:00,64.35,09-23-2017 07:00:00,86.12,09-23-2017 16:00:00
09-24-2017,Clear throughout the day.,clear-day,09-24-2017 06:48:43,09-24-2017 18:52:36,0.16,0,0,0,88.76,09-24-2017 16:00:00,65.96,09-25-2017 07:00:00,90.97,09-24-2017 15:00:00,66.61,09-25-2017 07:00:00,63.03,09-24-2017 07:00:00,88.76,09-24-2017 16:00:00,63.11,09-24-2017 07:00:00,90.97,09-24-2017 15:00:00
09-25-2017,Clear throughout the day.,clear-day,09-25-2017 06:49:42,09-25-2017 18:50:54,0.19,0,0,0,87.96,09-25-2017 15:00:00,65.2,09-26-2017 07:00:00,92.56,09-25-2017 15:00:00,65.89,09-26-2017 07:00:00,65.96,09-25-2017 07:00:00,87.96,09-25-2017 15:00:00,66.61,09-25-2017 07:00:00,92.56,09-25-2017 15:00:00
09-26-2017,Partly cloudy throughout the day.,partly-cloudy-day,09-26-2017 06:50:41,09-26-2017 18:49:12,0.22,0,0,0,82.12,09-26-2017 16:00:00,66.36,09-27-2017 05:00:00,85.1,09-26-2017 16:00:00,67.11,09-27-2017 05:00:00,65.2,09-26-2017 07:00:00,82.12,09-26-2017 16:00:00,65.89,09-26-2017 07:00:00,85.1,09-26-2017 16:00:00
09-27-2017,Humid and partly cloudy throughout the day.,partly-cloudy-day,09-27-2017 06:51:41,09-27-2017 18:47:31,0.25,0,0,0,85.24,09-27-2017 15:00:00,68.39,09-28-2017 08:00:00,91.12,09-27-2017 15:00:00,68.39,09-28-2017 08:00:00,66.36,09-27-2017 05:00:00,85.24,09-27-2017 15:00:00,67.11,09-27-2017 05:00:00,91.12,09-27-2017 15:00:00
09-28-2017,Clear throughout the day.,partly-cloudy-day,09-28-2017 06:52:40,09-28-2017 18:45:50,0.28,0,0,0,74.75,09-28-2017 15:00:00,49.06,09-29-2017 07:00:00,74.75,09-28-2017 15:00:00,49.06,09-29-2017 07:00:00,59.17,09-28-2017 23:00:00,74.75,09-28-2017 15:00:00,59.17,09-28-2017 23:00:00,74.75,09-28-2017 15:00:00
09-29-2017,Partly cloudy throughout the day.,partly-cloudy-day,09-29-2017 06:53:40,09-29-2017 18:44:09,0.31,0,0,0,66.57,09-29-2017 16:00:00,52.17,09-30-2017 07:00:00,66.57,09-29-2017 16:00:00,52.17,09-30-2017 07:00:00,49.06,09-29-2017 07:00:00,66.57,09-29-2017 16:00:00,49.06,09-29-2017 07:00:00,66.57,09-29-2017 16:00:00
09-30-2017,Mostly cloudy throughout the day.,partly-cloudy-day,09-30-2017 06:54:40,09-30-2017 18:42:28,0.34,0,0,0,62.28,09-30-2017 14:00:00,45.77,10-01-2017 07:00:00,62.28,09-30-2017 14:00:00,45.77,10-01-2017 07:00:00,52.17,09-30-2017 07:00:00,62.28,09-30-2017 14:00:00,52.17,09-30-2017 07:00:00,62.28,09-30-2017 14:00:00
10-01-2017,Clear throughout the day.,partly-cloudy-day,10-01-2017 06:55:40,10-01-2017 18:40:48,0.37,0,0,0,66.81,10-01-2017 16:00:00,44.26,10-02-2017 07:00:00,66.81,10-01-2017 16:00:00,44.26,10-02-2017 07:00:00,45.77,10-01-2017 07:00:00,66.81,10-01-2017 16:00:00,45.77,10-01-2017 07:00:00,66.81,10-01-2017 16:00:00
10-02-2017,Clear throughout the day.,clear-day,10-02-2017 06:56:40,10-02-2017 18:39:08,0.4,0,0,0,71.42,10-02-2017 16:00:00,46.35,10-03-2017 07:00:00,71.42,10-02-2017 16:00:00,46.35,10-03-2017 07:00:00,44.26,10-02-2017 07:00:00,71.42,10-02-2017 16:00:00,44.26,10-02-2017 07:00:00,71.42,10-02-2017 16:00:00
10-03-2017,Partly cloudy throughout the day.,clear-day,10-03-2017 06:57:41,10-03-2017 18:37:28,0.44,0,0,0,69.12,10-03-2017 15:00:00,46.9,10-04-2017 07:00:00,69.12,10-03-2017 15:00:00,46.9,10-04-2017 07:00:00,46.35,10-03-2017 07:00:00,69.12,10-03-2017 15:00:00,46.35,10-03-2017 07:00:00,69.12,10-03-2017 15:00:00
10-04-2017,Clear throughout the day.,clear-day,10-04-2017 06:58:42,10-04-2017 18:35:49,0.47,0,0,0,75.68,10-04-2017 16:00:00,61.06,10-05-2017 07:00:00,75.68,10-04-2017 16:00:00,61.06,10-05-2017 07:00:00,46.9,10-04-2017 07:00:00,75.68,10-04-2017 16:00:00,46.9,10-04-2017 07:00:00,75.68,10-04-2017 16:00:00
10-05-2017,Possible drizzle overnight.,rain,10-05-2017 06:59:44,10-05-2017 18:34:11,0.51,0.0058,10-05-2017 23:00:00,0.47,81.06,10-05-2017 15:00:00,64.1,10-06-2017 08:00:00,82.53,10-05-2017 16:00:00,64.64,10-06-2017 08:00:00,61.06,10-05-2017 07:00:00,81.06,10-05-2017 15:00:00,61.06,10-05-2017 07:00:00,82.53,10-05-2017 16:00:00
10-06-2017,Partly cloudy throughout the day.,rain,10-06-2017 07:00:45,10-06-2017 18:32:33,0.55,0.0025,10-06-2017 00:00:00,0.34,79.45,10-06-2017 15:00:00,62.59,10-07-2017 07:00:00,79.62,10-06-2017 15:00:00,62.94,10-07-2017 07:00:00,64.1,10-06-2017 08:00:00,79.45,10-06-2017 15:00:00,64.64,10-06-2017 08:00:00,79.62,10-06-2017 15:00:00
10-07-2017,Partly cloudy throughout the day.,partly-cloudy-day,10-07-2017 07:01:47,10-07-2017 18:30:55,0.58,0,0,0,79.75,10-07-2017 14:00:00,71.09,10-08-2017 00:00:00,81.45,10-07-2017 14:00:00,71.92,10-08-2017 00:00:00,62.59,10-07-2017 07:00:00,79.75,10-07-2017 14:00:00,62.94,10-07-2017 07:00:00,81.45,10-07-2017 14:00:00
10-08-2017,Light rain in the morning and afternoon.,rain,10-08-2017 07:02:50,10-08-2017 18:29:19,0.62,0.0364,10-08-2017 09:00:00,0.98,77.01,10-08-2017 16:00:00,71.39,10-09-2017 07:00:00,78.42,10-08-2017 16:00:00,72.76,10-09-2017 07:00:00,71.09,10-08-2017 00:00:00,77.01,10-08-2017 16:00:00,71.92,10-08-2017 00:00:00,78.42,10-08-2017 16:00:00
10-09-2017,Light rain until evening.,rain,10-09-2017 07:03:52,10-09-2017 18:27:42,0.66,0.091,10-09-2017 13:00:00,1,74.63,10-09-2017 18:00:00,64.24,10-10-2017 07:00:00,76.28,10-09-2017 18:00:00,64.56,10-10-2017 07:00:00,71.39,10-09-2017 07:00:00,74.63,10-09-2017 18:00:00,72.76,10-09-2017 07:00:00,76.28,10-09-2017 18:00:00
10-10-2017,Partly cloudy throughout the day.,partly-cloudy-day,10-10-2017 07:04:55,10-10-2017 18:26:07,0.69,0,0,0,78.97,10-10-2017 16:00:00,60.06,10-11-2017 04:00:00,79.3,10-10-2017 16:00:00,60.06,10-11-2017 04:00:00,64.24,10-10-2017 07:00:00,78.97,10-10-2017 16:00:00,64.56,10-10-2017 07:00:00,79.3,10-10-2017 16:00:00
10-11-2017,"Light rain until morning, starting again in the evening.",rain,10-11-2017 07:05:59,10-11-2017 18:24:32,0.73,0.0061,10-11-2017 19:00:00,0.46,72.68,10-11-2017 14:00:00,55.23,10-12-2017 08:00:00,72.73,10-11-2017 14:00:00,55.23,10-12-2017 08:00:00,60.06,10-11-2017 04:00:00,72.68,10-11-2017 14:00:00,60.06,10-11-2017 04:00:00,72.73,10-11-2017 14:00:00
10-12-2017,Light rain in the morning.,rain,10-12-2017 07:07:02,10-12-2017 18:22:58,0.77,0.0348,10-12-2017 05:00:00,1,62.14,10-12-2017 16:00:00,49.43,10-13-2017 06:00:00,62.14,10-12-2017 16:00:00,49.43,10-13-2017 06:00:00,54.59,10-12-2017 23:00:00,63.27,10-12-2017 00:00:00,54.59,10-12-2017 23:00:00,63.27,10-12-2017 00:00:00
10-13-2017,Possible drizzle in the morning and overnight.,partly-cloudy-day,10-13-2017 07:08:07,10-13-2017 18:21:25,0.8,0,0,0,63.6,10-13-2017 16:00:00,59.76,10-14-2017 03:00:00,63.6,10-13-2017 16:00:00,59.87,10-14-2017 03:00:00,49.43,10-13-2017 06:00:00,63.6,10-13-2017 16:00:00,49.43,10-13-2017 06:00:00,63.6,10-13-2017 16:00:00
10-14-2017,Possible drizzle in the morning.,rain,10-14-2017 07:09:11,10-14-2017 18:19:52,0.84,0.0042,10-14-2017 04:00:00,0.44,69.59,10-14-2017 16:00:00,63.14,10-15-2017 04:00:00,70.02,10-14-2017 16:00:00,63.58,10-15-2017 04:00:00,59.76,10-14-2017 03:00:00,69.59,10-14-2017 16:00:00,59.87,10-14-2017 03:00:00,70.02,10-14-2017 16:00:00
10-15-2017,Possible drizzle in the morning.,cloudy,10-15-2017 07:10:16,10-15-2017 18:18:21,0.87,0,0,0,70.69,10-15-2017 15:00:00,56.32,10-16-2017 08:00:00,71.19,10-15-2017 15:00:00,56.32,10-16-2017 08:00:00,63.14,10-15-2017 04:00:00,70.69,10-15-2017 15:00:00,63.58,10-15-2017 04:00:00,71.19,10-15-2017 15:00:00
10-16-2017,Drizzle in the morning.,rain,10-16-2017 07:11:21,10-16-2017 18:16:50,0.91,0.0078,10-16-2017 05:00:00,0.69,58.08,10-16-2017 07:00:00,37.2,10-17-2017 07:00:00,58.08,10-16-2017 07:00:00,37.2,10-17-2017 07:00:00,46.62,10-16-2017 23:00:00,67.37,10-16-2017 01:00:00,45.36,10-16-2017 23:00:00,68.11,10-16-2017 01:00:00
10-17-2017,Clear throughout the day.,clear-day,10-17-2017 07:12:27,10-17-2017 18:15:20,0.94,0,0,0,59.37,10-17-2017 16:00:00,43.34,10-18-2017 07:00:00,59.37,10-17-2017 16:00:00,43.34,10-18-2017 07:00:00,37.2,10-17-2017 07:00:00,59.37,10-17-2017 16:00:00,37.2,10-17-2017 07:00:00,59.37,10-17-2017 16:00:00
10-18-2017,Clear throughout the day.,clear-day,10-18-2017 07:13:33,10-18-2017 18:13:51,0.98,0,0,0,71.83,10-18-2017 16:00:00,45.88,10-19-2017 07:00:00,71.83,10-18-2017 16:00:00,45.88,10-19-2017 07:00:00,43.34,10-18-2017 07:00:00,71.83,10-18-2017 16:00:00,43.34,10-18-2017 07:00:00,71.83,10-18-2017 16:00:00
10-19-2017,Clear throughout the day.,clear-day,10-19-2017 07:14:40,10-19-2017 18:12:23,0.01,0,0,0,70.83,10-19-2017 16:00:00,50.59,10-20-2017 07:00:00,70.83,10-19-2017 16:00:00,50.59,10-20-2017 07:00:00,45.88,10-19-2017 07:00:00,70.83,10-19-2017 16:00:00,45.88,10-19-2017 07:00:00,70.83,10-19-2017 16:00:00
10-20-2017,Clear throughout the day.,clear-day,10-20-2017 07:15:47,10-20-2017 18:10:56,0.04,0,0,0,72.61,10-20-2017 16:00:00,44.8,10-21-2017 07:00:00,72.61,10-20-2017 16:00:00,44.8,10-21-2017 07:00:00,50.59,10-20-2017 07:00:00,72.61,10-20-2017 16:00:00,50.59,10-20-2017 07:00:00,72.61,10-20-2017 16:00:00
10-21-2017,Clear throughout the day.,clear-day,10-21-2017 07:16:54,10-21-2017 18:09:30,0.07,0,0,0,77.4,10-21-2017 15:00:00,45.92,10-22-2017 07:00:00,77.4,10-21-2017 15:00:00,45.92,10-22-2017 07:00:00,44.8,10-21-2017 07:00:00,77.4,10-21-2017 15:00:00,44.8,10-21-2017 07:00:00,77.4,10-21-2017 15:00:00
10-22-2017,Clear throughout the day.,clear-day,10-22-2017 07:18:01,10-22-2017 18:08:06,0.1,0,0,0,74.89,10-22-2017 14:00:00,54.35,10-23-2017 01:00:00,74.89,10-22-2017 14:00:00,54.35,10-23-2017 01:00:00,45.92,10-22-2017 07:00:00,74.89,10-22-2017 14:00:00,45.92,10-22-2017 07:00:00,74.89,10-22-2017 14:00:00
10-23-2017,Overcast throughout the day.,partly-cloudy-day,10-23-2017 07:19:09,10-23-2017 18:06:42,0.13,0,0,0,72.18,10-23-2017 14:00:00,67.53,10-23-2017 20:00:00,72.46,10-23-2017 14:00:00,68.03,10-23-2017 20:00:00,54.35,10-23-2017 01:00:00,72.18,10-23-2017 14:00:00,54.35,10-23-2017 01:00:00,72.46,10-23-2017 14:00:00
10-24-2017,Light rain in the morning and afternoon.,rain,10-24-2017 07:20:18,10-24-2017 18:05:19,0.16,0.0913,10-24-2017 14:00:00,0.85,72.21,10-24-2017 11:00:00,52.47,10-25-2017 08:00:00,73.08,10-24-2017 11:00:00,52.47,10-25-2017 08:00:00,64.93,10-24-2017 23:00:00,72.21,10-24-2017 11:00:00,65.63,10-24-2017 23:00:00,73.08,10-24-2017 11:00:00
10-25-2017,Mostly cloudy throughout the day.,partly-cloudy-day,10-25-2017 07:21:26,10-25-2017 18:03:58,0.19,0,0,0,64.94,10-25-2017 14:00:00,49.16,10-26-2017 07:00:00,64.94,10-25-2017 14:00:00,49.16,10-26-2017 07:00:00,52.47,10-25-2017 08:00:00,64.94,10-25-2017 14:00:00,52.47,10-25-2017 08:00:00,65.21,10-25-2017 00:00:00
10-26-2017,Mostly cloudy throughout the day.,partly-cloudy-day,10-26-2017 07:22:35,10-26-2017 18:02:38,0.22,0,0,0,55.23,10-26-2017 14:00:00,39.83,10-27-2017 07:00:00,55.23,10-26-2017 14:00:00,39.83,10-27-2017 07:00:00,46.5,10-26-2017 23:00:00,55.23,10-26-2017 14:00:00,46.5,10-26-2017 23:00:00,55.23,10-26-2017 14:00:00
10-27-2017,Clear throughout the day.,clear-day,10-27-2017 07:23:45,10-27-2017 18:01:19,0.25,0,0,0,62.08,10-27-2017 16:00:00,42,10-28-2017 06:00:00,62.08,10-27-2017 16:00:00,42,10-28-2017 06:00:00,39.83,10-27-2017 07:00:00,62.08,10-27-2017 16:00:00,39.83,10-27-2017 07:00:00,62.08,10-27-2017 16:00:00
10-28-2017,Partly cloudy throughout the day.,partly-cloudy-day,10-28-2017 07:24:54,10-28-2017 18:00:01,0.28,0,0,0,68.49,10-28-2017 15:00:00,58.51,10-29-2017 00:00:00,68.49,10-28-2017 15:00:00,58.51,10-29-2017 00:00:00,42,10-28-2017 06:00:00,68.49,10-28-2017 15:00:00,42,10-28-2017 06:00:00,68.49,10-28-2017 15:00:00
10-29-2017,Rain throughout the day.,rain,10-29-2017 07:26:04,10-29-2017 17:58:45,0.32,0.3569,10-29-2017 22:00:00,1,63.89,10-29-2017 17:00:00,44.81,10-30-2017 08:00:00,64.56,10-29-2017 17:00:00,41.18,10-30-2017 08:00:00,58.51,10-29-2017 00:00:00,63.89,10-29-2017 17:00:00,58.51,10-29-2017 00:00:00,64.56,10-29-2017 17:00:00
10-30-2017,Light rain in the morning.,rain,10-30-2017 07:27:15,10-30-2017 17:57:30,0.35,0.1751,10-30-2017 00:00:00,1,54.43,10-30-2017 16:00:00,41.9,10-31-2017 07:00:00,54.43,10-30-2017 16:00:00,41.9,10-31-2017 07:00:00,44.81,10-30-2017 08:00:00,58.99,10-30-2017 00:00:00,41.18,10-30-2017 08:00:00,59.06,10-30-2017 00:00:00
10-31-2017,Partly cloudy throughout the day.,clear-day,10-31-2017 07:28:25,10-31-2017 17:56:16,0.38,0,0,0,55.53,10-31-2017 15:00:00,34.72,11-01-2017 06:00:00,55.53,10-31-2017 15:00:00,34.72,11-01-2017 06:00:00,41.9,10-31-2017 07:00:00,55.53,10-31-2017 15:00:00,41.9,10-31-2017 07:00:00,55.53,10-31-2017 15:00:00
11-01-2017,Mostly cloudy throughout the day.,partly-cloudy-day,11-01-2017 07:29:36,11-01-2017 17:55:04,0.42,0,0,0,52.71,11-01-2017 17:00:00,51.79,11-01-2017 21:00:00,52.71,11-01-2017 17:00:00,51.79,11-01-2017 21:00:00,34.72,11-01-2017 06:00:00,52.84,11-01-2017 23:00:00,34.72,11-01-2017 06:00:00,52.84,11-01-2017 23:00:00
11-02-2017,Mostly cloudy throughout the day.,partly-cloudy-day,11-02-2017 07:30:47,11-02-2017 17:53:53,0.46,0,0,0,72.24,11-02-2017 15:00:00,56.85,11-03-2017 06:00:00,72.26,11-02-2017 15:00:00,56.85,11-03-2017 06:00:00,53.37,11-02-2017 00:00:00,72.24,11-02-2017 15:00:00,53.37,11-02-2017 00:00:00,72.26,11-02-2017 15:00:00
11-03-2017,Partly cloudy throughout the day.,partly-cloudy-day,11-03-2017 07:31:58,11-03-2017 17:52:44,0.49,0,0,0,72.22,11-03-2017 15:00:00,40.74,11-04-2017 08:00:00,72.24,11-03-2017 15:00:00,40.74,11-04-2017 08:00:00,51.53,11-03-2017 23:00:00,72.22,11-03-2017 15:00:00,51.53,11-03-2017 23:00:00,72.24,11-03-2017 15:00:00
11-04-2017,Possible drizzle overnight.,clear-day,11-04-2017 07:33:10,11-04-2017 17:51:36,0.53,0,0,0,55.35,11-04-2017 15:00:00,47.39,11-04-2017 21:00:00,55.35,11-04-2017 15:00:00,47.39,11-04-2017 21:00:00,40.74,11-04-2017 08:00:00,55.35,11-04-2017 15:00:00,40.74,11-04-2017 08:00:00,55.35,11-04-2017 15:00:00
11-05-2017,Possible drizzle in the evening.,rain,11-05-2017 06:34:21,11-05-2017 16:50:30,0.57,0.0045,11-05-2017 02:00:00,0.43,57.92,11-05-2017 19:00:00,57.92,11-05-2017 19:00:00,57.92,11-05-2017 19:00:00,57.92,11-05-2017 19:00:00,49.86,11-05-2017 00:00:00,58.42,11-05-2017 23:00:00,49.86,11-05-2017 00:00:00,58.53,11-05-2017 23:00:00
11-06-2017,Overcast throughout the day.,partly-cloudy-day,11-06-2017 06:35:36,11-06-2017 16:49:22,0.61,0.0007,11-06-2017 16:00:00,0.12,65.41,11-06-2017 14:00:00,37.58,11-07-2017 06:00:00,65.49,11-06-2017 14:00:00,37.58,11-07-2017 06:00:00,45.29,11-06-2017 23:00:00,65.41,11-06-2017 14:00:00,45.29,11-06-2017 23:00:00,65.49,11-06-2017 14:00:00
11-07-2017,Rain starting in the afternoon.,rain,11-07-2017 06:36:47,11-07-2017 16:48:19,0.65,0.1018,11-07-2017 19:00:00,1,46.9,11-07-2017 11:00:00,37.49,11-08-2017 01:00:00,46.9,11-07-2017 11:00:00,34.66,11-08-2017 02:00:00,37.58,11-07-2017 06:00:00,46.9,11-07-2017 11:00:00,35.37,11-07-2017 23:00:00,46.9,11-07-2017 11:00:00
11-08-2017,Mostly cloudy throughout the day.,rain,11-08-2017 06:37:59,11-08-2017 16:47:18,0.68,0.0091,11-08-2017 00:00:00,0.64,48.51,11-08-2017 15:00:00,35.1,11-09-2017 05:00:00,48.51,11-08-2017 15:00:00,35.1,11-09-2017 05:00:00,37.49,11-08-2017 01:00:00,48.51,11-08-2017 15:00:00,34.66,11-08-2017 02:00:00,48.51,11-08-2017 15:00:00
11-09-2017,Possible drizzle overnight.,partly-cloudy-day,11-09-2017 06:39:11,11-09-2017 16:46:18,0.72,0.001,11-09-2017 23:00:00,0.11,52.14,11-09-2017 15:00:00,35.57,11-10-2017 08:00:00,52.14,11-09-2017 15:00:00,29.93,11-10-2017 08:00:00,35.1,11-09-2017 05:00:00,52.14,11-09-2017 15:00:00,35.1,11-09-2017 05:00:00,52.14,11-09-2017 15:00:00
11-10-2017,Partly cloudy throughout the day.,rain,11-10-2017 06:40:23,11-10-2017 16:45:20,0.76,0.0041,11-10-2017 00:00:00,0.46,36.99,11-10-2017 07:00:00,22.07,11-11-2017 06:00:00,31.73,11-10-2017 07:00:00,17.66,11-11-2017 04:00:00,23.36,11-10-2017 23:00:00,48.67,11-10-2017 00:00:00,18.34,11-10-2017 21:00:00,48.67,11-10-2017 00:00:00
11-11-2017,Clear throughout the day.,clear-day,11-11-2017 06:41:34,11-11-2017 16:44:23,0.79,0,0,0,37.63,11-11-2017 14:00:00,25.16,11-12-2017 04:00:00,37.63,11-11-2017 14:00:00,25.16,11-12-2017 04:00:00,22.07,11-11-2017 06:00:00,37.63,11-11-2017 14:00:00,17.66,11-11-2017 04:00:00,37.63,11-11-2017 14:00:00
11-12-2017,Partly cloudy throughout the day.,partly-cloudy-day,11-12-2017 06:42:46,11-12-2017 16:43:29,0.83,0,0,0,45.18,11-12-2017 15:00:00,34.77,11-12-2017 22:00:00,45.18,11-12-2017 15:00:00,34.77,11-12-2017 22:00:00,25.16,11-12-2017 04:00:00,45.18,11-12-2017 15:00:00,25.16,11-12-2017 04:00:00,45.18,11-12-2017 15:00:00
11-13-2017,Light rain in the morning and afternoon.,rain,11-13-2017 06:43:58,11-13-2017 16:42:36,0.86,0.0226,11-13-2017 10:00:00,0.98,45.52,11-13-2017 15:00:00,31.55,11-14-2017 05:00:00,45.52,11-13-2017 15:00:00,31.55,11-14-2017 05:00:00,35.01,11-13-2017 23:00:00,45.52,11-13-2017 15:00:00,35.01,11-13-2017 23:00:00,45.52,11-13-2017 15:00:00
11-14-2017,Mostly cloudy throughout the day.,partly-cloudy-day,11-14-2017 06:45:09,11-14-2017 16:41:45,0.89,0,0,0,45.84,11-14-2017 14:00:00,31.47,11-15-2017 07:00:00,45.69,11-14-2017 15:00:00,31.47,11-15-2017 07:00:00,31.55,11-14-2017 05:00:00,45.84,11-14-2017 14:00:00,31.55,11-14-2017 05:00:00,45.69,11-14-2017 15:00:00
11-15-2017,Possible drizzle in the morning.,partly-cloudy-day,11-15-2017 06:46:20,11-15-2017 16:40:56,0.92,0,0,0,47.66,11-15-2017 14:00:00,45.02,11-15-2017 20:00:00,47.66,11-15-2017 14:00:00,45.02,11-15-2017 20:00:00,31.47,11-15-2017 07:00:00,47.66,11-15-2017 14:00:00,31.47,11-15-2017 07:00:00,47.66,11-15-2017 14:00:00
11-16-2017,Light rain in the morning.,rain,11-16-2017 06:47:31,11-16-2017 16:40:08,0.96,0.0217,11-16-2017 06:00:00,0.87,54.87,11-16-2017 14:00:00,38.05,11-17-2017 07:00:00,54.87,11-16-2017 14:00:00,33.45,11-17-2017 07:00:00,42.68,11-16-2017 23:00:00,54.87,11-16-2017 14:00:00,40.74,11-16-2017 22:00:00,54.87,11-16-2017 14:00:00
11-17-2017,Partly cloudy throughout the day.,partly-cloudy-day,11-17-2017 06:48:42,11-17-2017 16:39:23,0.99,0,0,0,46.78,11-17-2017 15:00:00,27.01,11-18-2017 05:00:00,44.31,11-17-2017 15:00:00,27.01,11-18-2017 05:00:00,33.06,11-17-2017 23:00:00,46.78,11-17-2017 15:00:00,33.06,11-17-2017 23:00:00,44.31,11-17-2017 15:00:00
11-18-2017,Light rain throughout the day.,rain,11-18-2017 06:49:52,11-18-2017 16:38:39,0.02,0.0408,11-18-2017 18:00:00,1,47.28,11-18-2017 14:00:00,44.62,11-18-2017 19:00:00,47.28,11-18-2017 14:00:00,44.62,11-18-2017 19:00:00,27.01,11-18-2017 05:00:00,47.28,11-18-2017 14:00:00,27.01,11-18-2017 05:00:00,47.28,11-18-2017 14:00:00
11-19-2017,Light rain in the morning.,rain,11-19-2017 06:51:02,11-19-2017 16:37:58,0.05,0.0379,11-19-2017 05:00:00,0.97,55.99,11-19-2017 07:00:00,34.62,11-20-2017 07:00:00,55.99,11-19-2017 07:00:00,31.44,11-20-2017 07:00:00,38.36,11-19-2017 23:00:00,56.89,11-19-2017 06:00:00,35.33,11-19-2017 23:00:00,56.89,11-19-2017 06:00:00
11-20-2017,Partly cloudy throughout the day.,partly-cloudy-day,11-20-2017 06:52:11,11-20-2017 16:37:18,0.08,0,0,0,45.24,11-20-2017 15:00:00,34.53,11-21-2017 07:00:00,42.17,11-20-2017 15:00:00,34.53,11-21-2017 07:00:00,34.62,11-20-2017 07:00:00,45.24,11-20-2017 15:00:00,31.44,11-20-2017 07:00:00,42.17,11-20-2017 15:00:00
11-21-2017,Clear throughout the day.,clear-day,11-21-2017 06:53:20,11-21-2017 16:36:41,0.11,0,0,0,57.19,11-21-2017 14:00:00,41.94,11-22-2017 03:00:00,57.19,11-21-2017 14:00:00,41.94,11-22-2017 03:00:00,34.53,11-21-2017 07:00:00,57.19,11-21-2017 14:00:00,34.53,11-21-2017 07:00:00,57.19,11-21-2017 14:00:00
11-22-2017,Light rain in the morning.,rain,11-22-2017 06:54:28,11-22-2017 16:36:05,0.14,0.0299,11-22-2017 09:00:00,0.96,50.28,11-22-2017 13:00:00,27.95,11-23-2017 07:00:00,50.28,11-22-2017 13:00:00,27.95,11-23-2017 07:00:00,33.99,11-22-2017 23:00:00,50.28,11-22-2017 13:00:00,29.76,11-22-2017 23:00:00,50.28,11-22-2017 13:00:00
11-23-2017,Clear throughout the day.,clear-day,11-23-2017 06:55:36,11-23-2017 16:35:32,0.17,0,0,0,41.95,11-23-2017 15:00:00,27.45,11-24-2017 06:00:00,41.95,11-23-2017 15:00:00,27.45,11-24-2017 06:00:00,27.95,11-23-2017 07:00:00,41.95,11-23-2017 15:00:00,27.95,11-23-2017 07:00:00,41.95,11-23-2017 15:00:00
11-24-2017,Clear throughout the day.,clear-day,11-24-2017 06:56:43,11-24-2017 16:35:00,0.2,0,0,0,50.24,11-24-2017 15:00:00,30.94,11-25-2017 07:00:00,50.24,11-24-2017 15:00:00,30.94,11-25-2017 07:00:00,27.45,11-24-2017 06:00:00,50.24,11-24-2017 15:00:00,27.45,11-24-2017 06:00:00,50.24,11-24-2017 15:00:00
11-25-2017,Partly cloudy throughout the day.,partly-cloudy-day,11-25-2017 06:57:50,11-25-2017 16:34:31,0.23,0,0,0,55.94,11-25-2017 15:00:00,41.52,11-26-2017 06:00:00,55.94,11-25-2017 15:00:00,40.58,11-26-2017 08:00:00,30.94,11-25-2017 07:00:00,55.94,11-25-2017 15:00:00,30.94,11-25-2017 07:00:00,55.94,11-25-2017 15:00:00
11-26-2017,Partly cloudy throughout the day.,partly-cloudy-day,11-26-2017 06:58:56,11-26-2017 16:34:04,0.26,0,0,0,45.85,11-26-2017 13:00:00,35.07,11-26-2017 23:00:00,43.07,11-26-2017 13:00:00,35.07,11-26-2017 23:00:00,35.07,11-26-2017 23:00:00,48.21,11-26-2017 01:00:00,35.07,11-26-2017 23:00:00,48.14,11-26-2017 00:00:00
